0,1006
1,760
2,1084
3,950
4,917
5,1442
6,536
7,615
8,581
9,1118
10,1118
11,1890
12,1207
13,1767
14,1532
15,738
16,1006
17,1140
18,1207
19,1252
20,1252
21,1252
22,682
23,794
24,1711
25,480
26,1028
27,290
28,548
29,1677
30,1677
31,2851
32,3467
33,905
34,3981
35,559
36,760
37,100
38,592
39,2147
40,2449
41,2449
42,2728
43,1576
44,1677
45,671
46,816
47,369
48,424
49,1398
50,928
51,928
52,1151
53,357
54,1890
55,2907
56,2449
57,2326
58,2281
59,2024
60,2057
61,2057
62,1957
63,1308
64,1666
65,1006
66,2236
67,11
68,1487
69,1923
70,1696
71,1696
72,1811
73,1755
74,1465
75,1789
76,2169
77,2762
78,2561
79,1610
80,1241
81,1666
82,1666
83,480
84,1174
85,1655
86,2706
87,2281
88,2516
89,3489
90,2773
91,2773
92,4138
93,2672
94,2695
95,4652
96,4831
97,2080
98,4160
99,3981
100,3981
101,3713
102,1711
103,1453
104,1789
105,1867
106,2337
107,2337
108,1051
109,3198
110,4249
111,2057
112,2784
113,2907
114,3120
115,3276
116,1263
117,1263
118,22
119,1140
120,2214
121,1811
122,838
123,1174
124,2147
125,424
126,335
127,1409
128,1409
129,1028
130,1129
131,1319
132,1241
133,1957
134,2919
135,2829
136,1688
137,1084
138,1084
139,1845
140,1599
141,4171
142,2315
143,2124
144,2281
145,984
146,1498
147,1521
148,1521
149,1990
150,4876
151,3399
152,3232
153,2986
154,4216
155,2013
156,1867
157,1107
158,1107
159,1274
160,2706
161,1028
162,2247
163,2337
164,794
165,3142
166,3142
167,2561
168,928
169,268
170,2863
171,1890
172,1599
173,2415
174,2371
175,2247
176,2247
177,2270
178,2907
179,3109
180,2270
181,2482
182,3299
183,1644
184,1521
185,1521
186,1521
187,1644
188,738
189,1308
190,2460
191,715
192,514
193,1185
194,861
195,805
196,805
197,984
198,1409
199,1096
200,682
201,894
202,805
203,458
204,301
205,592
206,592
207,648
208,413
209,1129
210,1163
211,413
212,413
213,44
214,872
215,1420
216,145
217,615
218,156
219,190
220,1006
221,436
222,402
223,402
224,648
225,480
226,1185
227,805
228,335
229,168
230,525
231,726
232,424
233,424
234,346
235,782
236,190
237,2963
238,570
239,849
240,592
241,1006
242,1006
243,1006
244,615
245,246
246,201
247,469
248,335
249,335
250,603
251,212
252,1274
253,514
254,1330
255,1431
256,1711
257,1096
258,1912
259,1912
260,480
261,44
262,1420
263,1140
264,1241
265,1017
266,1118
267,1442
268,1330
269,1330
270,402
271,1297
272,1621
273,2080
274,1621
275,1599
276,1286
277,458
278,301
279,301
280,849
281,1129
282,1487
283,1845
284,1028
285,1890
286,626
287,123
288,1207
289,290
290,290
291,2460
292,1979
293,3244
294,11
295,1990
296,1990
297,234
298,0
299,11
300,11
301,0
302,2551
303,3556
304,2863
305,3097
306,1711
307,1465
308,514
309,581
310,581
311,961
312,1107
313,2572
314,2281
315,201
316,715
317,1297
318,2169
319,1979
