0,26908
1,33171
2,32880
3,23788
4,19171
5,23308
6,23308
7,22078
8,31238
9,35140
10,36314
11,40055
12,32737
13,28900
14,35744
15,30680
16,22648
17,18867
18,18867
19,27546
20,35889
21,34983
22,34502
23,23189
24,22404
25,28798
26,24750
27,11139
28,14617
29,14617
30,16921
31,23475
32,16597
33,13756
34,19102
35,22669
36,14539
37,13487
38,14919
39,12593
40,12593
41,15926
42,16541
43,16966
44,19795
45,16999
46,15713
47,18755
48,16362
49,16362
50,16071
51,17167
52,19672
53,13420
54,13208
55,19068
56,16272
57,18431
58,20075
59,22278
60,22278
61,13915
62,13444
63,14081
64,15803
65,17313
66,18364
67,22636
68,22470
69,26172
70,24795
71,24795
72,31796
73,27256
74,19639
75,20142
76,20891
77,18175
78,23329
79,32523
80,27993
81,32187
82,31057
83,31057
84,19952
85,7706
86,9439
87,11608
88,10434
89,11944
90,9282
91,11497
92,7225
93,7225
94,8868
95,9114
96,11933
97,12324
98,8332
99,8712
100,9841
101,8534
102,11430
103,8723
104,8723
105,8915
106,13949
107,17469
108,13645
109,21126
110,21283
111,15926
112,13118
113,5178
114,5178
115,10065
116,9282
117,15422
118,15187
119,16855
120,17804
121,15962
122,18588
123,18878
124,14965
125,17033
126,17033
127,18129
128,15780
129,10427
130,9977
131,6677
132,12123
133,14585
134,9619
135,8264
136,8264
137,12583
138,9372
139,4909
140,7224
141,9774
142,6106
143,6106
144,6565
145,7918
146,7280
147,7963
148,4887
149,3668
150,3668
151,9293
152,2963
153,3702
154,3220
155,4764
156,5290
157,3288
158,4138
159,4138
160,2227
161,5726
162,5222
163,5324
164,4820
165,5692
166,5692
167,5099
168,4104
169,4261
170,10177
171,9103
172,5222
173,5222
174,4003
175,3701
176,6330
177,5211
178,5536
179,5759
180,8253
181,12369
182,12369
183,9484
184,11799
185,12840
186,10635
187,7772
188,12951
189,9641
190,7896
191,7896
192,8969
193,8276
194,9853
195,4618
196,7258
197,9104
198,9104
199,13487
200,12436
201,13487
202,12917
203,17234
204,16753
205,13924
206,14595
207,14595
208,15937
209,8812
210,6553
211,4786
212,11049
213,6553
214,6553
215,6061
216,9920
217,14874
218,16093
219,12414
220,11877
221,18666
222,20780
223,20780
224,19873
225,12022
226,8287
227,12056
228,19829
229,17581
230,13420
231,18666
232,13901
233,13901
234,18017
235,13308
236,13980
237,10580
238,6788
239,11005
240,7526
241,5737
242,5737
243,11385
244,10054
245,5734
246,5764
247,6486
248,2942
249,6084
250,6028
251,6028
252,3970
253,6756
254,9674
255,4652
256,6710
257,6922
258,5211
259,5647
260,7113
261,7113
262,5245
263,6732
264,11094
265,13253
266,7683
267,7560
268,7023
269,7985
270,7985
271,9987
272,6620
273,7728
274,7090
275,6352
276,6374
277,7874
278,6341
279,6341
280,6509
281,5536
282,7683
283,4820
284,5893
285,5916
286,5468
287,5234
288,5234
289,5592
290,3580
291,3087
292,2629
293,7460
294,10389
295,9741
296,9741
297,10591
298,17526
299,14617
300,7381
301,14516
302,5111
303,6922
304,4440
305,10289
306,10289
307,5503
308,8924
309,16666
310,7550
311,9072
312,13488
313,7079
314,5435
315,5435
316,5647
317,5379
318,5994
319,7493
