0,11441
1,11441
2,9338
3,7135
4,10345
5,8969
6,9741
7,8242
8,8242
9,7124
10,8958
11,8164
12,12089
13,10870
14,20064
15,19214
16,19214
17,17268
18,10255
19,10714
20,9830
21,12089
22,10323
23,6710
24,7370
25,7370
26,8197
27,9998
28,10993
29,12246
30,16172
31,15299
32,15299
33,15143
34,18621
35,19739
36,15143
37,10199
38,12593
39,5379
40,6676
41,6676
42,6542
43,4317
44,4618
45,4261
46,4037
47,6296
48,9987
49,14024
50,14024
51,17894
52,13420
53,18162
54,16977
55,10837
56,12458
57,13879
58,9349
59,9349
60,11072
61,10110
62,8499
63,9774
64,10501
65,11329
66,8052
67,10345
68,8578
69,8578
70,9316
71,9786
72,7370
73,7470
74,8253
75,6721
76,6844
77,5558
78,4495
79,4495
80,8074
81,9663
82,10859
83,8041
84,6721
85,8119
86,7504
87,8209
88,8209
89,8678
90,6990
91,4764
92,7247
93,9204
94,7649
95,6016
96,10479
97,10479
98,9081
99,8611
100,8768
101,8164
102,7929
103,6173
104,5513
105,6565
106,6565
107,6453
108,7135
109,4809
110,6229
111,7135
112,6084
113,6028
114,6028
115,7090
116,10915
117,11027
118,4842
119,3019
120,8902
121,13454
122,13454
123,22983
124,27065
125,26427
126,15926
127,34815
128,22580
129,20332
130,15221
131,10691
132,10859
133,10859
134,14416
135,18878
136,10837
137,23553
138,28138
139,27568
140,19158
141,17894
142,17894
143,14103
144,12268
145,7057
146,2482
147,1688
148,3735
149,3276
150,1979
151,1979
152,4093
153,3254
154,4417
155,3377
156,2315
157,1364
158,3243
159,1465
160,1465
161,1073
162,2303
163,1957
164,2561
165,3813
166,3422
167,2203
168,1867
169,2896
170,3545
171,3545
172,3042
173,4216
174,3735
175,3187
176,8701
177,6128
178,1677
179,3332
180,3332
181,2796
182,4887
183,16720
184,15948
185,21287
186,14002
187,9148
188,9148
189,9707
190,11150
191,8511
192,9014
193,7515
194,8622
195,16529
196,16529
197,15993
198,15299
199,17279
200,23564
201,17145
202,10960
203,15232
204,21775
205,27490
206,27490
207,32109
208,26293
209,20209
210,22312
211,28083
212,26718
213,27445
214,20377
215,20668
216,20668
217,18856
218,16943
219,17961
220,22580
221,21954
222,21361
223,20612
224,22614
225,19594
226,16731
227,16731
228,19616
229,25980
230,23889
231,26248
232,18196
233,23889
234,24537
235,29939
236,20656
237,11060
238,11060
239,11340
240,11888
241,16317
242,13443
243,18095
244,7963
245,12302
246,11295
247,11295
248,10546
249,7258
250,14997
251,13532
252,10020
253,5916
254,9841
255,5267
256,5267
257,13991
258,14796
259,13633
260,17133
261,14013
262,10826
263,12872
264,12872
265,14695
266,15053
267,13823
268,10826
269,7124
270,5670
271,21260
272,21260
273,24314
274,25544
275,15433
276,21271
277,10311
278,8253
279,5124
280,3959
281,3959
282,4205
283,4988
284,6732
285,8018
286,9439
287,10278
288,13219
289,14024
290,14024
291,13331
292,9786
293,10199
294,10658
295,9226
296,6643
297,7526
298,12548
299,12548
300,9864
301,7090
302,6352
303,6956
304,9551
305,6643
306,10155
307,10714
308,10714
309,9920
310,7649
311,6922
312,7672
313,8835
314,10982
315,9786
316,9170
317,9170
318,7146
319,8186
