0,0
1,0
2,0
3,0
4,0
5,2149
6,1431
7,402
8,11
9,1722
10,1398
11,559
12,559
13,671
14,1017
15,89
16,570
17,771
18,22
19,301
20,626
21,693
22,973
23,973
24,424
25,679
26,0
27,480
28,849
29,402
30,816
31,816
32,816
33,424
34,424
35,581
36,615
37,335
38,100
39,961
40,1252
41,1252
42,335
43,548
44,1008
45,577
46,760
47,760
48,1286
49,480
50,1051
51,626
52,883
53,2035
54,1196
55,324
56,167
57,984
58,984
59,782
60,469
61,447
62,704
63,872
64,22
65,2461
66,3836
67,648
68,2180
69,2180
70,1699
71,257
72,1002
73,771
74,1308
75,2147
76,1923
77,1822
78,1822
79,1822
80,1554
81,2896
82,1901
83,5715
84,3847
85,2236
86,1576
87,1845
88,1845
89,1755
90,1767
91,424
92,570
93,1632
94,358
95,269
96,595
97,595
98,595
99,1174
100,559
101,894
102,458
103,1503
104,637
105,726
106,726
107,726
108,615
109,872
110,1129
111,201
112,1498
113,1040
114,2024
115,2024
116,570
117,570
118,2158
119,2516
120,3444
121,6743
122,4082
123,4082
124,3086
125,4853
126,4786
127,1308
128,1845
129,1845
130,1722
131,2500
132,3623
133,4943
134,2393
135,1017
136,1979
137,1979
138,0
139,0
140,4507
141,6609
142,10826
143,8231
144,8231
145,1979
146,4473
147,4473
148,3724
149,4406
150,5826
151,4182
152,4182
153,3947
154,8030
155,5301
156,8511
157,5826
158,4015
159,5088
160,4406
161,5245
162,5245
163,4708
164,4182
165,3947
166,2628
167,2628
168,950
169,1118
170,2247
171,2348
172,2124
173,2124
174,3634
175,1017
176,1219
177,1979
178,1979
179,3086
180,1789
181,2359
182,4943
183,4943
184,2236
185,3747
186,3267
187,4407
188,2411
189,4968
190,2360
191,3377
192,7658
193,7658
194,6542
195,3992
196,4261
197,2605
198,5424
199,3869
200,5457
201,4473
202,4473
203,5692
204,5815
205,8197
206,5804
207,4999
208,4440
209,5849
210,4305
211,4305
212,1476
213,1476
214,4898
215,4976
216,1979
217,2706
218,2001
219,100
220,1632
221,1264
222,859
223,1291
224,1291
225,369
226,985
227,894
228,447
229,369
230,268
231,603
232,324
233,905
234,1744
235,1431
236,1431
237,1901
238,3187
239,346
240,1644
241,2773
242,1722
243,1230
244,1230
245,2628
246,2628
247,5122
248,0
249,324
250,3757
251,1878
252,1878
253,2180
254,6061
255,1017
256,1744
257,1744
258,1565
259,2684
260,3008
261,246
262,3668
263,894
264,1431
265,1811
266,1811
267,3109
268,4742
269,2605
270,3467
271,3344
272,2057
273,4831
274,6855
275,2292
276,2292
277,5983
278,5592
279,10512
280,8634
281,3947
282,6184
283,1017
284,8868
285,8868
286,5983
287,7684
288,8410
289,13275
290,3086
291,1297
292,4540
293,4540
294,11
295,11
296,1834
297,2818
298,973
299,2706
300,1498
301,4920
302,4920
303,8443
304,2426
305,2426
306,8455
307,2124
308,5882
309,1543
310,4965
311,5446
312,7291
313,3500
314,7034
315,7034
316,4272
317,2471
318,2158
319,3165
